,created_at,PM1.0_ATM_ug/m3,PM2.5_ATM_ug/m3,PM10.0_ATM_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_CF1_ug/m3,>=0.3um/dl,>=0.5um/dl,>=1.0um/dl,>=2.5um/dl,>=5.0um/dl,>=10.0um/dl,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM1.0_ATM_B_ug/m3,PM2.5_ATM_B_ug/m3,PM10.0_ATM_B_ug/m3,UptimeMinutes_B,ADC,Pressure_hpa,PM2.5_CF1_B_ug/m3,>=0.3_B_um/dl,>=0.5_B_um/dl,>=1.0_B_um/dl,>=2.5_B_um/dl,>=5.0_B_um/dl,>=10.0_B_um/dl,PM1.0_CF1_B_ug/m3,PM10.0_CF1_B_ug/m3
211,2022-04-07 19:03:15+00:00,18.66,27.76,28.75,1548,-74,79,14,27.47,3641.19,959.41,177.75,10.36,1.25,0.92,18.49,28.75,18.43,25.88,28.54,18512,0.05,960.40,25.84,3459.48,932.98,152.71,12.57,3.14,3.14,18.29,28.54
212,2022-04-07 19:05:15+00:00,19.47,29.62,30.85,1550,-69,79,15,28.98,3831.11,1002.31,188.60,9.78,1.40,1.05,19.20,30.85,19.72,28.21,30.95,18344,0.05,960.38,28.00,3575.95,980.26,157.19,18.88,3.76,2.93,19.40,30.95
213,2022-04-07 19:07:15+00:00,19.54,29.44,31.00,1552,-74,80,14,28.89,3816.56,1002.78,181.24,8.39,1.70,1.24,19.20,31.00,20.11,28.23,31.86,18344,0.05,960.21,27.89,3633.11,999.26,171.74,16.89,4.67,4.00,19.63,31.86
214,2022-04-07 19:09:15+00:00,19.07,27.82,28.95,1554,-70,80,14,27.50,3610.66,971.46,174.32,6.38,1.34,1.21,18.73,28.95,21.24,28.89,31.78,18344,0.05,960.27,28.55,3760.04,1030.56,170.51,13.02,4.40,2.69,20.55,31.78
215,2022-04-07 19:11:15+00:00,19.24,28.32,29.56,1556,-73,79,15,28.19,3651.92,975.08,171.68,8.85,1.42,1.10,18.88,29.56,20.28,30.28,31.79,18344,0.05,960.36,29.74,3703.87,1016.09,174.83,21.17,2.08,2.08,19.92,31.79
216,2022-04-07 19:13:15+00:00,18.39,27.91,29.09,1558,-74,79,14,27.79,3485.57,923.59,175.75,10.70,1.39,1.09,18.23,29.09,20.07,29.33,32.09,18344,0.05,960.19,28.96,3634.79,997.04,180.07,16.72,3.79,3.40,19.67,32.09
217,2022-04-07 19:15:15+00:00,19.93,29.69,31.13,1560,-71,79,14,29.22,3860.84,1012.51,182.64,10.04,1.62,1.29,19.44,31.13,21.35,30.32,32.07,18344,0.05,960.20,29.81,3756.68,1039.21,171.47,18.51,2.42,1.58,20.49,32.07
218,2022-04-07 19:17:15+00:00,18.89,26.85,27.53,1562,-74,79,14,26.73,3711.44,967.16,156.91,6.85,0.73,0.64,18.64,27.53,19.16,28.66,29.76,18344,0.05,960.11,28.50,3515.53,968.29,166.10,17.33,1.48,0.72,18.90,29.76
219,2022-04-07 19:19:15+00:00,19.96,29.79,31.42,1564,-72,80,15,29.33,3839.37,1018.23,192.11,10.96,1.98,1.33,19.37,31.42,21.02,29.89,31.27,18344,0.05,960.06,29.12,3807.16,1046.98,162.77,18.23,1.89,1.00,20.23,31.27
220,2022-04-07 19:21:15+00:00,19.50,28.68,29.80,1566,-73,80,14,28.46,3808.50,993.48,177.25,9.64,1.43,0.89,19.16,29.80,21.06,30.81,32.69,18344,0.05,960.02,29.98,3762.67,1032.57,179.39,19.02,2.41,2.33,20.33,32.69
221,2022-04-07 19:23:16+00:00,21.20,32.04,33.07,1568,-73,79,14,30.75,4141.85,1085.31,198.09,10.09,0.96,0.58,20.22,33.07,22.33,31.49,32.33,18176,0.05,960.10,30.47,3999.55,1093.33,185.09,16.11,1.13,0.80,21.24,32.33
222,2022-04-07 19:25:16+00:00,24.19,35.63,36.68,1570,-74,79,15,32.98,4664.53,1225.49,210.95,9.40,1.07,0.79,22.09,36.68,23.27,34.40,36.85,18344,0.05,960.05,32.35,4233.44,1154.80,200.80,23.60,3.24,2.44,21.64,36.85
223,2022-04-07 19:27:16+00:00,22.67,34.04,35.09,1572,-74,79,14,31.93,4389.76,1161.80,208.25,12.45,1.05,0.62,21.22,35.09,22.78,33.14,35.00,18344,0.05,959.94,31.62,4145.33,1136.10,190.41,21.07,2.55,1.48,21.33,35.00
224,2022-04-07 19:29:15+00:00,23.80,36.13,37.26,1574,-74,78,15,33.26,4680.33,1211.04,223.00,11.98,1.41,0.94,21.89,37.26,23.86,33.00,34.30,18344,0.05,960.01,31.40,4250.79,1155.82,183.84,16.40,1.68,1.47,21.96,34.30
225,2022-04-07 19:31:16+00:00,23.21,33.88,34.88,1576,-74,81,14,31.88,4384.98,1159.39,202.75,10.21,1.11,0.77,21.48,34.88,24.89,34.53,37.02,18344,0.05,959.86,32.21,4416.05,1206.07,203.25,18.51,3.30,2.70,22.49,36.96
226,2022-04-07 19:33:16+00:00,25.09,36.47,38.32,1578,-73,79,15,33.44,4721.37,1250.23,219.18,10.32,2.32,1.58,22.58,38.14,24.89,36.00,38.19,18344,0.05,959.90,33.30,4546.70,1230.08,205.87,21.36,2.91,2.15,22.57,38.17
227,2022-04-07 19:35:16+00:00,28.11,40.11,42.35,1580,-71,79,14,35.60,5268.44,1381.87,238.20,12.67,2.71,1.91,24.24,42.00,28.91,40.44,42.82,18344,0.05,959.72,36.00,5188.53,1414.47,227.65,23.64,3.38,2.18,24.78,42.51
228,2022-04-07 19:37:16+00:00,26.27,38.69,39.77,1582,-71,79,14,34.92,5059.67,1317.79,232.79,9.71,1.02,0.90,23.37,39.65,27.22,41.09,44.33,18344,0.05,959.79,36.41,4897.76,1340.34,249.29,31.16,4.48,3.62,23.97,43.52
229,2022-04-07 19:39:16+00:00,27.82,41.69,43.69,1584,-74,80,15,36.65,5330.40,1402.58,253.09,13.91,2.35,1.29,23.96,43.31,28.30,40.81,42.89,18344,0.05,959.82,36.09,5158.39,1389.33,236.02,23.17,2.67,1.74,24.54,42.63
230,2022-04-07 19:41:16+00:00,29.40,43.38,45.45,1586,-76,79,14,37.71,5629.09,1470.66,265.67,15.67,2.72,1.52,25.12,44.81,31.19,45.81,47.56,18344,0.05,959.81,39.00,5509.67,1503.40,256.06,31.94,2.42,2.12,26.19,46.19
